Price,Close,High,Low,Open,Volume,Date
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,
Date,,,,,,
2025-02-05,4026.325439453125,4084.2927757507155,4011.4644226409437,4084.2927757507155,1693912,2025-02-05
2025-02-06,4018.107666015625,4073.9591411356755,3987.4017048416554,4040.3989516054667,2284536,2025-02-06
2025-02-07,3965.602294921875,4025.242909445723,3944.5412178627034,4025.242909445723,1548940,2025-02-07
2025-02-10,3973.03271484375,3987.8444754742677,3950.7906859718814,3976.0344720918165,1339511,2025-02-10
2025-02-11,3900.794921875,3976.034436359499,3892.380246485599,3954.7763343520787,1810908,2025-02-11
2025-02-12,3887.60693359375,3958.0733824566832,3877.765264214856,3908.225423162638,1678002,2025-02-12
2025-02-13,3848.240234375,3921.3638855028084,3840.4654117195746,3905.174387520859,2277310,2025-02-13
2025-02-14,3872.549072265625,3885.490770388256,3838.250761021833,3862.854932566845,1681975,2025-02-14
2025-02-17,3842.679931640625,3871.7128572350416,3795.144618968299,3795.439917114117,1799806,2025-02-17
2025-02-18,3811.875244140625,3862.2645420941762,3803.313040041849,3836.6762023241963,2149879,2025-02-18
2025-02-19,3724.186279296875,3813.5977032041283,3708.488624107545,3810.891244071504,4366672,2025-02-19
2025-02-20,3719.560302734375,3728.024234223072,3691.905356883169,3701.943811253983,2888572,2025-02-20
2025-02-21,3726.05615234375,3756.565328445878,3715.2303156623498,3716.312995440546,1833931,2025-02-21
2025-02-24,3617.404052734375,3703.616931368376,3611.892621833515,3683.884336428401,2508516,2025-02-24
2025-02-25,3572.0830078125,3600.0825079673364,3563.9143745152314,3567.6050003776913,4101954,2025-02-25
2025-02-27,3555.35205078125,3580.399049402227,3543.6895773387646,3554.5154128372324,3823856,2025-02-27
2025-02-28,3428.099365234375,3543.0008511716787,3402.2649840279146,3528.18909122495,7085018,2025-02-28
2025-03-03,3437.744384765625,3467.466178358631,3421.1118192809513,3429.8217928275967,4990439,2025-03-03
2025-03-04,3476.126953125,3494.7768689297923,3409.449641700051,3418.9960131405514,2797737,2025-03-04
2025-03-05,3490.889404296875,3543.3455504299354,3465.104278437371,3465.104278437371,2501894,2025-03-05
2025-03-06,3544.57568359375,3552.3012497690074,3480.112750180772,3500.681742747534,2786513,2025-03-06
2025-03-07,3554.023681640625,3567.6052337579586,3517.8062894194477,3543.0010597320415,2051315,2025-03-07
2025-03-10,3532.814697265625,3564.751106121065,3525.876512682056,3549.3980060199115,1004626,2025-03-10
2025-03-11,3518.692138671875,3531.929136072837,3481.6381088995104,3501.666002409517,1995450,2025-03-11
2025-03-12,3450.68603515625,3512.7378080263093,3431.642549263105,3508.5550985819973,3174167,2025-03-12
2025-03-13,3455.45947265625,3468.4996849505683,3428.936220988117,3446.8480117071717,1693004,2025-03-13
2025-03-17,3442.32080078125,3474.5522694033125,3422.293146886519,3433.758596103089,2690906,2025-03-17
2025-03-18,3442.32080078125,3442.32080078125,3442.32080078125,3442.32080078125,0,2025-03-18
2025-03-19,3441.730224609375,3490.840057701268,3407.9239948703316,3490.840057701268,3051244,2025-03-19
2025-03-20,3506.734130859375,3522.2840156560787,3456.394090935439,3456.394090935439,2845192,2025-03-20
2025-03-21,3521.447998046875,3558.993872552197,3410.138615525299,3419.980285411375,4161925,2025-03-21
2025-03-24,3571.492431640625,3591.963151261163,3510.129769454268,3543.000847877303,1834751,2025-03-24
2025-03-25,3599.83642578125,3651.2591455535335,3580.3991297907696,3587.2882979899273,3135390,2025-03-25
2025-03-26,3578.23388671875,3622.2260969255326,3568.4414746014018,3589.9946325390874,1734499,2025-03-26
2025-03-27,3593.390380859375,3605.0035991217837,3553.334833368605,3557.616055783924,2528474,2025-03-27
2025-03-28,3549.053466796875,3602.9858624379135,3535.029088090658,3593.1934495717564,2051919,2025-03-28
2025-04-01,3494.580078125,3527.2543730344664,3469.188522585517,3516.13323836803,2618493,2025-04-01
2025-04-02,3487.83837890625,3507.6694869120347,3474.1585545505054,3487.8876353082755,1764313,2025-04-02
2025-04-03,3349.267333984375,3446.552323638587,3342.378166004515,3435.726488241664,4537821,2025-04-03
2025-04-04,3247.160400390625,3345.8231390019464,3243.3222453227836,3309.359945032038,5317367,2025-04-04
2025-04-07,3222.2119140625,3239.2870668156766,3007.663514743727,3050.917604991727,6623955,2025-04-07
2025-04-08,3240.8125,3295.9751054332087,3203.758710556288,3249.768515327564,5557558,2025-04-08
2025-04-09,3195.196533203125,3218.225943847207,3161.193516842312,3208.9256141746023,2990265,2025-04-09
2025-04-11,3180.33544921875,3246.7174609037224,3155.2391923859855,3237.466387828363,7108961,2025-04-11
2025-04-15,3196.77099609375,3261.9227992555975,3187.323137665445,3261.9227992555975,3512160,2025-04-15
2025-04-16,3221.965576171875,3226.1975418061343,3177.8748519424867,3196.770807962191,2384391,2025-04-16
2025-04-17,3246.66845703125,3251.2942342038577,3167.0494419378383,3194.114034744952,2932346,2025-04-17
2025-04-21,3269.0087890625,3300.895699711744,3232.102531239247,3238.0075324909676,2432946,2025-04-21
2025-04-22,3261.9228515625,3281.1141071380534,3242.8301087922596,3269.9932127938664,2710498,2025-04-22
2025-04-23,3358.961669921875,3366.736492414926,3284.460282754783,3311.7216581561997,3543923,2025-04-23
2025-04-24,3347.742431640625,3358.469755408652,3334.062366713585,3347.2503481599792,2252175,2025-04-24
2025-04-25,3393.407470703125,3422.735692373855,3351.0882940093215,3365.8507975071598,2742991,2025-04-25
2025-04-28,3388.978759765625,3403.052394655164,3351.088333672703,3380.613341017837,1593296,2025-04-28
2025-04-29,3417.51953125,3439.663286312095,3376.086009001543,3400.296610646148,1578332,2025-04-29
2025-04-30,3399.017333984375,3454.32746830495,3312.7059408589703,3417.027637154589,2809332,2025-04-30
2025-05-02,3376.6767578125,3436.2188574474917,3365.8509215152285,3417.027602193238,1721761,2025-05-02
2025-05-05,3399.60791015625,3449.0130425075236,3391.832847162291,3395.375944257656,1284443,2025-05-05
2025-05-06,3405.217529296875,3418.011699204638,3382.5816902292945,3405.217529296875,1324763,2025-05-06
2025-05-07,3390.553466796875,3404.7253739778457,3366.4413778642383,3366.4413778642383,1477128,2025-05-07
2025-05-08,3394.293212890625,3421.9483996043236,3374.4130890526376,3393.4075587678194,2543591,2025-05-08
2025-05-09,3385.82958984375,3391.636078710749,3344.297792808673,3345.1834469493565,2531757,2025-05-09
2025-05-12,3563.077880859375,3573.018063028258,3446.7493970179844,3449.505112495261,2228678,2025-05-12
2025-05-13,3459.346923828125,3565.6369573340817,3454.918172432044,3563.0780270840673,3062887,2025-05-13
2025-05-14,3492.51318359375,3504.618485051228,3453.0482333329505,3465.251807319678,2119499,2025-05-14
2025-05-15,3523.218994140625,3543.000844968414,3458.461004249911,3507.57083651873,3548330,2025-05-15
2025-05-16,3504.91357421875,3536.997270491984,3489.9542856276926,3536.997270491984,1666727,2025-05-16
2025-05-19,3463.086669921875,3493.7926303362833,3448.225653046167,3493.7926303362833,2537377,2025-05-19
2025-05-20,3442.9111328125,3501.6658490029718,3438.679167064751,3475.8807241395375,2038374,2025-05-20
2025-05-21,3469.975830078125,3480.998451703358,3442.911239345345,3452.457610566972,1440153,2025-05-21
2025-05-22,3421.9482421875,3442.4189613490807,3396.6552014233635,3439.6632460297133,2034383,2025-05-22
2025-05-23,3458.953125,3479.0300338946035,3410.728946312352,3421.9483529990202,1274331,2025-05-23
2025-05-26,3481.293701171875,3488.871738416089,3454.524408949068,3465.2517322885897,967470,2025-05-26
2025-05-27,3443.304931640625,3483.951075577389,3427.952071065876,3476.0777398133723,2467680,2025-05-27
2025-05-28,3442.32080078125,3473.1252753361427,3437.6952640263944,3464.2677725087055,1222933,2025-05-28
2025-05-29,3442.71435546875,3476.5696009789913,3431.297923230928,3449.2097128936152,3188072,2025-05-29
2025-05-30,3408.563720703125,3451.1781977204464,3398.4269933317396,3434.7426576999464,3404365,2025-05-30
2025-06-02,3395.17919921875,3405.217654074579,3364.4732383699834,3395.375984554132,1877585,2025-06-02
2025-06-03,3351.28515625,3418.503805107925,3346.6596197695403,3391.439214740725,2848125,2025-06-03
2025-06-04,3356.94482421875,3370.746482399833,3346.1221522041255,3364.9875293233777,2544807,2025-06-04
2025-06-05,3347.214111328125,3384.8454732776427,3339.8663987058812,3384.8454732776427,3584683,2025-06-05
2025-06-06,3360.221435546875,3366.873914676264,3334.9021140402438,3347.2144001409188,2070390,2025-06-06
2025-06-09,3397.654296875,3409.668660230926,3366.873944962607,3375.9095645850753,1718678,2025-06-09
2025-06-10,3438.36376953125,3461.1016586442274,3398.94510956099,3415.626122829056,2419874,2025-06-10
2025-06-11,3447.300048828125,3464.278985186734,3424.6617902310286,3445.4136080819626,2847013,2025-06-11
2025-06-12,3409.866943359375,3450.079980797376,3398.944883808313,3447.299771702225,4060134,2025-06-12
2025-06-13,3421.28564453125,3426.0516828925206,3369.157630228437,3369.157630228437,2178493,2025-06-13
2025-06-16,3471.527099609375,3484.1370655851665,3401.9236944953027,3415.625963412075,1934088,2025-06-16
2025-06-17,3490.392578125,3495.0592280439255,3463.3853507540894,3485.13008250971,2111940,2025-06-17
2025-06-18,3426.945068359375,3512.9315625297536,3418.704071793645,3494.16557511537,2696327,2025-06-18
2025-06-19,3399.739501953125,3426.548195455676,3388.817441637271,3425.5552808815073,2672768,2025-06-19
2025-06-20,3411.3564453125,3421.8814364277036,3386.732116175425,3400.7323081895083,2351248,2025-06-20
2025-06-23,3369.554931640625,3400.732351710977,3346.122051172553,3390.8032061585363,3123421,2025-06-23
2025-06-24,3366.37744140625,3417.711318302596,3358.0370560315137,3410.264459071302,3403048,2025-06-24
2025-06-25,3420.39208984375,3425.555197020872,3375.909469527816,3383.157794223958,1757699,2025-06-25
2025-06-26,3417.413330078125,3426.945164265374,3391.10109463089,3420.392073713661,2879106,2025-06-26
2025-06-27,3416.718505859375,3441.8390511551324,3406.689971497181,3430.5199217495656,1778433,2025-06-27
2025-06-30,3437.47021484375,3440.3495701102424,3405.6969488486607,3415.526706051579,1468351,2025-06-30
2025-07-01,3405.399169921875,3460.307396022409,3389.314001814202,3430.5199578930915,2375183,2025-07-01
2025-07-02,3399.04443359375,3465.172397295891,3395.7677670907174,3462.4915764882385,3090585,2025-07-02
2025-07-03,3376.703857421875,3410.959409470928,3373.5265793371623,3405.6969138623963,2531870,2025-07-03
2025-07-04,3395.5693359375,3402.718272445599,3366.0798213348503,3383.852895387978,1109320,2025-07-04
2025-07-07,3387.526611328125,3401.8247266726726,3384.249944744325,3394.0799444957242,1639174,2025-07-07
2025-07-08,3382.0654296875,3400.732271367233,3369.3560751984837,3380.873980731512,2325242,2025-07-08
2025-07-09,3359.82421875,3389.810188927958,3343.1432062450012,3385.838530827281,2034938,2025-07-09
2025-07-10,3358.036865234375,3374.916411866245,3332.2210880326916,3356.051036218861,3035012,2025-07-10
2025-07-11,3242.85888671875,3311.369989959287,3237.9937024384426,3276.518592650877,7635550,2025-07-11
2025-07-14,3199.865478515625,3248.8162113559215,3177.326368074251,3242.8587244157825,3924009,2025-07-14
2025-07-15,3229.256103515625,3236.3056515140206,3183.2841104563845,3183.2841104563845,2590889,2025-07-15
2025-07-16,3221.08642578125,3232.842384321887,3208.632873739526,3215.0089950915135,2540733,2025-07-16
2025-07-17,3197.275146484375,3229.9533162828457,3192.194243099011,3212.1199267281463,2947640,2025-07-17
2025-07-18,3178.046875,3216.802476353157,3175.157748110912,3213.0165477432356,3432645,2025-07-18
2025-07-21,3146.464599609375,3185.718341629892,3140.287686436296,3178.1464846864797,3844346,2025-07-21
2025-07-22,3147.859619140625,3168.283445003984,3142.8781981983425,3147.859619140625,3198036,2025-07-22
2025-07-23,3167.287109375,3170.1762361812234,3145.866999671073,3147.859568015624,1922875,2025-07-23
2025-07-24,3136.302734375,3161.9071902624382,3128.332460590057,3153.339291883696,2934778,2025-07-24
2025-07-25,3124.14794921875,3145.169399267611,3113.9858993305074,3128.3322940864455,2568917,2025-07-25
2025-07-28,3067.85791015625,3106.4140591000596,3058.4926929668136,3098.443785696339,3374473,2025-07-28
2025-07-29,3044.64453125,3062.5776469445354,3029.8994763655814,3048.629668071008,4785312,2025-07-29
2025-07-30,3042.25341796875,3057.5960967882907,3035.877053384358,3048.6295393197033,2880121,2025-07-30
2025-07-31,3025.515869140625,3048.430405452322,3003.796825207198,3030.3975643658264,2968371,2025-07-31
2025-08-01,2991.84130859375,3025.515761579588,2988.8524561376125,3018.64125499041,2053847,2025-08-01
2025-08-04,3062.97607421875,3067.957495262713,2980.483936317478,2997.9189099713494,2519252,2025-08-04
2025-08-05,3052.51513671875,3066.064699458969,3030.696609505827,3062.9761210710876,1927996,2025-08-05
2025-08-06,3021.032470703125,3055.40427380999,3014.75583192388,3051.618345400808,1487081,2025-08-06
2025-08-07,3035.677978515625,3040.2609831608825,2999.7120213520734,3004.793168100796,2543076,2025-08-07
2025-08-08,3025.1171875,3048.4303832570085,3013.759645138969,3036.7739069952254,2762140,2025-08-08
2025-08-11,3029.5009765625,3038.567016640599,3010.073435095005,3025.117180240026,1884215,2025-08-11
2025-08-12,3024.120849609375,3084.8941835228848,3015.652434227984,3029.700138212843,3358232,2025-08-12
2025-08-13,3024.91796875,3033.087450352522,3017.3463549468943,3024.8184862723915,2148166,2025-08-13
2025-08-14,3011.06982421875,3044.544827820162,3007.881763385299,3022.726300858826,3342174,2025-08-14
2025-08-18,3000.010986328125,3037.67057838676,2992.2399207869066,3035.179867843642,2945609,2025-08-18
2025-08-19,3004.992431640625,3013.7597814697733,2999.911528031773,3000.0110105142285,2650784,2025-08-19
2025-08-20,3087.086181640625,3091.868151000454,2999.7118666132724,2999.7118666132724,4952358,2025-08-20
2025-08-21,3091.071533203125,3118.3696236696637,3071.6439908192406,3118.3696236696637,3230726,2025-08-21
2025-08-22,3042.65185546875,3084.1968567150047,3038.666718788372,3074.5329489117757,1593791,2025-08-22
2025-08-25,3128.93017578125,3140.2877180773667,3065.666130699425,3075.8281806328096,3448370,2025-08-25
2025-08-26,3145.468505859375,3150.2507187850565,3108.4067813438887,3117.373339366996,5522097,2025-08-26
2025-08-28,3082.204345703125,3134.808199509225,3075.0311481917124,3133.313773226287,3116051,2025-08-28
2025-08-29,3073.23779296875,3103.425252579535,3065.7656615419933,3081.507000394383,2271789,2025-08-29
2025-09-01,3101.0341796875,3119.4654366830314,3078.518060334719,3078.518060334719,1246862,2025-09-01
2025-09-02,3099.938232421875,3143.2765943406766,3091.569542586104,3109.5026578628494,2185229,2025-09-02
2025-09-03,3085.990234375,3130.2251544847713,3076.5255347054076,3118.2697443758125,1799774,2025-09-03
2025-09-04,3084.197021484375,3106.414208311097,3079.3153260834893,3104.421639864457,1481391,2025-09-04
2025-09-05,3036.97314453125,3091.868257451282,3017.3463946381216,3085.5918616420554,2802055,2025-09-05
2025-09-08,3007.781982421875,3053.5113296442846,3004.7931298391436,3038.666792443431,2626187,2025-09-08
2025-09-09,3038.06884765625,3048.6295571410296,3019.538108052908,3020.833326119296,2489301,2025-09-09
2025-09-10,3098.44384765625,3111.0966082909868,3042.0540649039185,3045.0429174900823,2079428,2025-09-10
2025-09-11,3112.591064453125,3127.336119333051,3098.5436031034214,3127.336119333051,2263446,2025-09-11
2025-09-12,3121.7568359375,3137.0000329464906,3109.4030090679694,3132.3175458217547,1447167,2025-09-12
2025-09-15,3100.336669921875,3122.3546477883615,3084.4958486128803,3122.3546477883615,1732539,2025-09-15
2025-09-16,3134.01123046875,3138.2953012727335,3097.5473738607,3116.377048374956,2573429,2025-09-16
2025-09-17,3161.010498046875,3170.5746802441777,3130.7233130051436,3140.287738435889,2418271,2025-09-17
2025-09-18,3164.89599609375,3191.0983194206656,3149.652799058944,3173.1652036699406,2633138,2025-09-18
2025-09-19,3157.423828125,3168.681888196503,3132.3175150101574,3158.220904129198,4901694,2025-09-19
2025-09-22,3062.37841796875,3095.355278998739,3053.6110683753386,3083.499594330073,3634901,2025-09-22
2025-09-23,3051.0205078125,3069.252556548476,3040.6592498638747,3058.592364705798,3177741,2025-09-23
2025-09-24,3024.120849609375,3045.640684813108,3021.7298649127106,3038.666695675492,1625714,2025-09-24
2025-09-25,2946.41064453125,3018.3425546653493,2940.03452327195,3010.7706978406754,4974361,2025-09-25
2025-09-26,2888.32763671875,2943.820618304199,2880.5565712711505,2930.07184762513,3934636,2025-09-26
2025-09-29,2885.338623046875,2918.4152081680195,2883.2463290392707,2905.164580331207,3110035,2025-09-29
2025-09-30,2877.667236328125,2904.467427717032,2874.379692997371,2900.183356935398,2253458,2025-09-30
2025-10-01,2903.371337890625,2913.932047598146,2855.9483563860495,2880.257593329001,1952902,2025-10-01
2025-10-03,2891.116943359375,2913.134920868619,2880.3572688813597,2913.134920868619,2899519,2025-10-03
2025-10-06,2977.295654296875,2982.476526807699,2884.840673623438,2891.2167953135195,2112774,2025-10-06
2025-10-07,2962.650146484375,2993.335747140356,2944.517823489207,2983.87104765697,3062943,2025-10-07
2025-10-08,3015.951416015625,3031.692754680041,2956.9714413047523,2963.9454305531126,4121889,2025-10-08
2025-10-09,3050.3232421875,3054.6073128319636,3008.7782402976286,3022.726218895035,3211304,2025-10-09
2025-10-10,3017.04736328125,3058.5923640088854,2995.726736367315,3038.666680855733,8817365,2025-10-10
2025-10-13,2996.02587890625,3024.220771178156,2987.059320862895,3015.7523552483212,2866865,2025-10-13
2025-10-14,2949.300048828125,3015.9513618688843,2944.5178362112756,3009.774448720779,3611416,2025-10-14
2025-10-15,2969.800048828125,2979.699951171875,2951.0,2971.0,4282226,2025-10-15
2025-10-16,2970.699951171875,2975.0,2943.10009765625,2969.89990234375,3251495,2025-10-16
2025-10-17,2962.199951171875,2988.800048828125,2955.39990234375,2970.0,4374683,2025-10-17
2025-10-20,3015.199951171875,3023.0,2978.5,2985.5,3133039,2025-10-20
2025-10-21,3006.699951171875,3031.800048828125,2996.0,3031.10009765625,310644,2025-10-21
2025-10-23,3073.199951171875,3098.0,3036.10009765625,3055.0,5564758,2025-10-23
2025-10-24,3063.199951171875,3090.0,3058.300048828125,3080.0,2684318,2025-10-24
2025-10-27,3084.89990234375,3094.199951171875,3060.199951171875,3066.5,1946312,2025-10-27
2025-10-28,3057.89990234375,3090.199951171875,3040.199951171875,3076.0,3470737,2025-10-28
2025-10-29,3057.60009765625,3076.0,3046.10009765625,3057.89990234375,2895420,2025-10-29
2025-10-30,3035.300048828125,3063.800048828125,3032.800048828125,3049.10009765625,2241536,2025-10-30
2025-10-31,3058.0,3067.39990234375,3025.10009765625,3035.0,1868085,2025-10-31
2025-11-03,3016.800048828125,3058.0,3010.0,3046.89990234375,2194877,2025-11-03
2025-11-04,2990.199951171875,3029.300048828125,2976.0,3019.60009765625,2670720,2025-11-04
2025-11-05,2990.199951171875,2990.199951171875,2990.199951171875,2990.199951171875,0,2025-11-05
2025-11-06,3010.89990234375,3024.0,2990.0,2990.10009765625,2542721,2025-11-06
2025-11-07,2991.800048828125,3004.0,2960.5,3001.0,1830520,2025-11-07
2025-11-10,3025.199951171875,3047.89990234375,2992.0,2993.0,1556656,2025-11-10
2025-11-11,3047.0,3055.699951171875,3018.0,3045.0,2806868,2025-11-11
2025-11-12,3131.800048828125,3136.39990234375,3057.10009765625,3060.0,4460315,2025-11-12
2025-11-13,3105.699951171875,3131.89990234375,3102.0,3131.800048828125,1740435,2025-11-13
2025-11-14,3106.0,3113.10009765625,3077.300048828125,3090.0,2210794,2025-11-14
2025-11-17,3102.199951171875,3123.5,3086.60009765625,3106.0,2232853,2025-11-17
2025-11-18,3087.10009765625,3105.0,3078.0,3102.0,2548350,2025-11-18
2025-11-19,3147.699951171875,3155.0,3083.5,3097.0,3151053,2025-11-19
2025-11-20,3144.800048828125,3164.5,3138.10009765625,3148.0,2700767,2025-11-20
2025-11-21,3150.60009765625,3170.0,3135.199951171875,3144.800048828125,4177037,2025-11-21
2025-11-24,3141.199951171875,3178.89990234375,3131.0,3158.0,6703764,2025-11-24
2025-11-25,3119.199951171875,3149.800048828125,3115.0,3145.300048828125,2737920,2025-11-25
2025-11-26,3162.89990234375,3178.0,3117.0,3118.800048828125,2508527,2025-11-26
2025-11-27,3136.60009765625,3180.0,3125.0,3180.0,2836233,2025-11-27
2025-11-28,3137.5,3147.300048828125,3125.0,3140.0,1616690,2025-11-28
2025-12-01,3133.39990234375,3154.0,3122.199951171875,3137.89990234375,1747647,2025-12-01
2025-12-02,3135.699951171875,3144.0,3120.39990234375,3131.0,2512003,2025-12-02
2025-12-03,3180.0,3211.89990234375,3139.0,3140.0,3952112,2025-12-03
2025-12-04,3229.199951171875,3250.0,3187.39990234375,3194.0,5025905,2025-12-04
2025-12-05,3238.199951171875,3271.60009765625,3222.39990234375,3230.0,5244013,2025-12-05
2025-12-08,3236.5,3259.89990234375,3208.60009765625,3243.0,2544725,2025-12-08
2025-12-09,3208.300048828125,3233.699951171875,3181.199951171875,3230.0,2734893,2025-12-09
2025-12-10,3189.199951171875,3225.0,3178.10009765625,3225.0,1386849,2025-12-10
2025-12-11,3191.89990234375,3208.39990234375,3153.10009765625,3205.0,1914362,2025-12-11
2025-12-12,3220.5,3223.0,3185.699951171875,3197.699951171875,1146554,2025-12-12
2025-12-15,3230.199951171875,3238.199951171875,3197.300048828125,3211.10009765625,1562190,2025-12-15
2025-12-16,3205.10009765625,3220.0,3191.10009765625,3220.0,1734623,2025-12-16
2025-12-17,3217.800048828125,3236.89990234375,3200.5,3200.5,1376350,2025-12-17
2025-12-18,3280.800048828125,3287.800048828125,3221.0,3228.0,2307422,2025-12-18
2025-12-19,3282.0,3317.89990234375,3278.800048828125,3299.0,3902511,2025-12-19
2025-12-22,3324.89990234375,3328.60009765625,3291.0,3310.0,2632816,2025-12-22
2025-12-23,3310.0,3319.89990234375,3293.5,3319.89990234375,2365420,2025-12-23
2025-12-24,3319.0,3327.10009765625,3296.10009765625,3304.10009765625,1367708,2025-12-24
2025-12-26,3280.0,3320.0,3271.800048828125,3313.10009765625,1176664,2025-12-26
